month_start,team_id,region_id,cost_category,budget_amount,actual_amount
2024-06-01,5,2,salary,88640.16,90505.29
2024-06-01,5,2,contractors,19582.62,20663.77
2024-06-01,5,2,software,9821.11,8843.84
2024-06-01,5,2,training,5276.49,5393.84
2024-06-01,5,2,travel,3963.71,3997.71
2024-06-01,5,3,salary,89894.2,95502.8
2024-06-01,5,3,contractors,17636.64,18102.71
2024-06-01,5,3,software,8825.31,8622.41
2024-06-01,5,3,training,4710.66,4737.19
2024-06-01,5,3,travel,3536.65,3681.46
2024-06-01,5,4,salary,48532.77,49079.61
2024-06-01,5,4,contractors,10510.96,10727.57
2024-06-01,5,4,software,5673.34,5959.71
2024-06-01,5,4,training,2829.94,2755.42
2024-06-01,5,4,travel,2131.56,2378.81
2024-07-01,1,1,salary,111343.35,122231.51
2024-07-01,1,1,contractors,24028.0,24860.16
2024-07-01,1,1,software,12539.36,13190.14
2024-07-01,1,1,training,6342.74,6000.69
2024-07-01,1,1,travel,4713.1,4878.52
2024-07-01,1,2,salary,175977.85,180250.63
2024-07-01,1,2,contractors,39133.57,40510.11
2024-07-01,1,2,software,20171.91,18939.44
2024-07-01,1,2,training,10218.34,9904.68
2024-07-01,1,2,travel,7685.91,7672.92
2024-07-01,1,3,salary,184925.36,191045.28
2024-07-01,1,3,contractors,39999.83,42133.99
2024-07-01,1,3,software,20242.42,22008.79
2024-07-01,1,3,training,10518.56,9925.67
2024-07-01,1,3,travel,7435.26,7600.1
2024-07-01,1,4,salary,120997.68,124255.85
2024-07-01,1,4,contractors,27668.3,27993.5
2024-07-01,1,4,software,13626.17,14336.79
2024-07-01,1,4,training,6929.96,6797.68
2024-07-01,1,4,travel,5183.37,4803.51
2024-07-01,2,1,salary,104880.68,101006.27
2024-07-01,2,1,contractors,22959.98,24558.98
2024-07-01,2,1,software,12136.81,12950.79
2024-07-01,2,1,training,5883.64,6450.05
2024-07-01,2,1,travel,4448.07,4539.51
2024-07-01,2,2,salary,154211.97,151839.75
2024-07-01,2,2,contractors,32914.03,33409.85
2024-07-01,2,2,software,18669.18,18978.44
2024-07-01,2,2,training,8987.7,8421.51
2024-07-01,2,2,travel,6634.7,6747.66
2024-07-01,2,3,salary,154284.3,150997.86
2024-07-01,2,3,contractors,32810.45,32216.81
2024-07-01,2,3,software,17748.89,16266.29
2024-07-01,2,3,training,8723.06,8774.26
2024-07-01,2,3,travel,6374.25,6542.83
2024-07-01,2,4,salary,104731.18,107437.53
2024-07-01,2,4,contractors,21861.76,22858.9
2024-07-01,2,4,software,11065.26,12444.18
2024-07-01,2,4,training,6271.55,6095.18
2024-07-01,2,4,travel,4519.58,4820.19
2024-07-01,3,1,salary,98664.45,96382.33
2024-07-01,3,1,contractors,19559.01,19317.44
2024-07-01,3,1,software,11522.76,11237.86
2024-07-01,3,1,training,5740.78,6383.35
2024-07-01,3,1,travel,4238.76,4402.79
2024-07-01,3,2,salary,139960.31,143762.57
2024-07-01,3,2,contractors,31146.15,30739.71
2024-07-01,3,2,software,16006.82,16346.29
2024-07-01,3,2,training,8340.97,8438.2
2024-07-01,3,2,travel,6155.69,5941.04
2024-07-01,3,3,salary,137230.6,132621.82
2024-07-01,3,3,contractors,30123.75,30201.25
2024-07-01,3,3,software,16451.77,16549.08
2024-07-01,3,3,training,8158.86,8794.46
2024-07-01,3,3,travel,5982.68,5925.5
2024-07-01,3,4,salary,83292.45,87515.12
2024-07-01,3,4,contractors,18142.09,17842.68
2024-07-01,3,4,software,9467.26,10492.14
2024-07-01,3,4,training,4586.38,5131.03
2024-07-01,3,4,travel,3603.33,3363.66
2024-07-01,4,1,salary,80324.01,78432.6
2024-07-01,4,1,contractors,17062.93,16344.24
2024-07-01,4,1,software,8741.08,8459.6
2024-07-01,4,1,training,4589.84,4328.47
2024-07-01,4,1,travel,3341.11,3266.47
2024-07-01,4,2,salary,122912.56,125371.73
2024-07-01,4,2,contractors,27194.99,26449.13
2024-07-01,4,2,software,14251.9,13415.1
2024-07-01,4,2,training,6808.41,6207.03
2024-07-01,4,2,travel,5316.59,4794.3
2024-07-01,4,3,salary,119485.22,116623.39
2024-07-01,4,3,contractors,25055.41,23195.63
2024-07-01,4,3,software,13699.92,14089.45
2024-07-01,4,3,training,7082.59,7257.63
2024-07-01,4,3,travel,4901.55,4708.65
2024-07-01,4,4,salary,76610.45,73462.03
2024-07-01,4,4,contractors,15390.33,16276.76
2024-07-01,4,4,software,8506.55,7318.9
2024-07-01,4,4,training,4251.72,4284.76
2024-07-01,4,4,travel,3221.02,3173.02
2024-07-01,5,1,salary,55512.68,53227.21
2024-07-01,5,1,contractors,12605.05,12827.43
2024-07-01,5,1,software,6583.99,6646.18
2024-07-01,5,1,training,3110.42,2903.83
2024-07-01,5,1,travel,2287.75,2401.91
2024-07-01,5,2,salary,83376.64,87797.33
2024-07-01,5,2,contractors,18268.89,19010.56
2024-07-01,5,2,software,9437.26,8992.28
2024-07-01,5,2,training,5185.96,5773.85
2024-07-01,5,2,travel,3851.3,3702.41
2024-07-01,5,3,salary,74874.57,81063.76
2024-07-01,5,3,contractors,15915.24,16546.79
2024-07-01,5,3,software,8360.02,8135.23
2024-07-01,5,3,training,4215.35,4190.81
2024-07-01,5,3,travel,3257.18,3325.91
2024-07-01,5,4,salary,54355.09,57819.14
2024-07-01,5,4,contractors,10735.51,11404.1
2024-07-01,5,4,software,5936.25,6189.55
2024-07-01,5,4,training,2950.28,3065.52
2024-07-01,5,4,travel,2226.75,2159.07
2024-08-01,1,1,salary,113899.33,119792.6
2024-08-01,1,1,contractors,25313.37,26578.04
2024-08-01,1,1,software,14405.69,15387.04
2024-08-01,1,1,training,7074.07,7686.93
2024-08-01,1,1,travel,5441.22,5792.83
2024-08-01,1,2,salary,198281.96,195506.21
2024-08-01,1,2,contractors,42748.74,44219.8
2024-08-01,1,2,software,23179.87,22412.64
2024-08-01,1,2,training,11639.73,11392.99
2024-08-01,1,2,travel,8437.06,8968.58
2024-08-01,1,3,salary,174630.11,190502.11
2024-08-01,1,3,contractors,36016.09,38335.19
2024-08-01,1,3,software,19678.4,20361.13
2024-08-01,1,3,training,9458.16,9851.12
2024-08-01,1,3,travel,7419.6,7432.78
2024-08-01,1,4,salary,109545.07,112110.18
2024-08-01,1,4,contractors,25477.99,24108.41
2024-08-01,1,4,software,12936.84,13289.1
2024-08-01,1,4,training,6415.25,6290.62
2024-08-01,1,4,travel,5050.64,5158.21
2024-08-01,2,1,salary,94460.19,92705.53
2024-08-01,2,1,contractors,22691.06,21169.42
2024-08-01,2,1,software,12146.93,12844.52
2024-08-01,2,1,training,6190.38,6333.22
2024-08-01,2,1,travel,4513.5,4144.94
2024-08-01,2,2,salary,156554.93,167927.84
2024-08-01,2,2,contractors,35366.79,32870.91
2024-08-01,2,2,software,18034.89,18232.44
2024-08-01,2,2,training,9424.21,9882.17
2024-08-01,2,2,travel,7248.5,6937.33
2024-08-01,2,3,salary,164794.67,176735.72
2024-08-01,2,3,contractors,31393.25,31464.04
2024-08-01,2,3,software,16894.85,18187.11
2024-08-01,2,3,training,8439.75,7675.24
2024-08-01,2,3,travel,6141.71,6299.87
2024-08-01,2,4,salary,100135.17,103448.38
2024-08-01,2,4,contractors,20860.4,22125.12
2024-08-01,2,4,software,11165.03,11422.22
2024-08-01,2,4,training,5482.32,5442.99
2024-08-01,2,4,travel,4198.41,3826.1
2024-08-01,3,1,salary,96971.89,103351.89
2024-08-01,3,1,contractors,20917.61,20888.48
2024-08-01,3,1,software,10855.86,10071.64
2024-08-01,3,1,training,5348.45,5584.03
2024-08-01,3,1,travel,4162.64,3638.25
2024-08-01,3,2,salary,148476.93,146582.47
2024-08-01,3,2,contractors,30441.11,29890.75
2024-08-01,3,2,software,17274.34,17089.15
2024-08-01,3,2,training,8854.73,8913.01
2024-08-01,3,2,travel,6340.53,6257.58
2024-08-01,3,3,salary,124973.91,135082.92
2024-08-01,3,3,contractors,28083.34,30955.42
2024-08-01,3,3,software,14447.86,15174.93
2024-08-01,3,3,training,7794.46,8005.66
2024-08-01,3,3,travel,5629.28,5846.01
2024-08-01,3,4,salary,83866.87,89148.87
2024-08-01,3,4,contractors,18107.47,18482.5
2024-08-01,3,4,software,9780.16,10412.74
2024-08-01,3,4,training,4565.29,4542.46
2024-08-01,3,4,travel,3560.22,3192.41
2024-08-01,4,1,salary,89229.14,88755.66
2024-08-01,4,1,contractors,18731.91,19362.96
2024-08-01,4,1,software,9534.05,9798.86
2024-08-01,4,1,training,4780.14,4555.34
2024-08-01,4,1,travel,3854.8,4118.79
2024-08-01,4,2,salary,112160.53,99617.37
2024-08-01,4,2,contractors,25581.38,24481.93
2024-08-01,4,2,software,14072.01,13737.2
2024-08-01,4,2,training,6568.62,6387.62
2024-08-01,4,2,travel,5118.57,5188.56
2024-08-01,4,3,salary,105896.38,110074.08
2024-08-01,4,3,contractors,22824.04,22990.02
2024-08-01,4,3,software,12735.19,13131.18
2024-08-01,4,3,training,6196.7,6790.49
2024-08-01,4,3,travel,4716.53,4404.24
2024-08-01,4,4,salary,71513.13,67062.64
2024-08-01,4,4,contractors,15128.58,16435.12
2024-08-01,4,4,software,8541.61,8995.58
2024-08-01,4,4,training,4031.28,4156.28
2024-08-01,4,4,travel,3173.74,3038.96
2024-08-01,5,1,salary,59735.97,60600.06
2024-08-01,5,1,contractors,12614.83,11947.46
2024-08-01,5,1,software,6926.07,6553.48
2024-08-01,5,1,training,3594.05,3775.13
2024-08-01,5,1,travel,2659.49,2726.46
2024-08-01,5,2,salary,92823.45,98083.2
2024-08-01,5,2,contractors,19876.19,20053.87
2024-08-01,5,2,software,10298.87,10788.06
2024-08-01,5,2,training,5260.72,5642.77
2024-08-01,5,2,travel,3970.72,3840.7
2024-08-01,5,3,salary,85015.71,87603.9
2024-08-01,5,3,contractors,17513.24,17511.75
2024-08-01,5,3,software,9095.67,9263.89
2024-08-01,5,3,training,4837.62,4832.09
2024-08-01,5,3,travel,3507.5,3576.39
2024-08-01,5,4,salary,49341.58,51410.01
2024-08-01,5,4,contractors,10237.59,10065.2
2024-08-01,5,4,software,5587.38,5227.1
2024-08-01,5,4,training,3026.94,3239.37
2024-08-01,5,4,travel,2177.2,2389.29
2024-09-01,1,1,salary,129373.9,113265.66
2024-09-01,1,1,contractors,27678.37,27906.89
2024-09-01,1,1,software,14553.05,13434.17
2024-09-01,1,1,training,7256.98,7289.86
2024-09-01,1,1,travel,5599.55,5424.21
2024-09-01,1,2,salary,190953.7,193935.42
2024-09-01,1,2,contractors,40562.58,43554.29
2024-09-01,1,2,software,20833.93,20823.37
2024-09-01,1,2,training,10442.29,10932.12
2024-09-01,1,2,travel,7982.99,7740.05
2024-09-01,1,3,salary,159101.47,168146.61
2024-09-01,1,3,contractors,35811.16,35222.23
2024-09-01,1,3,software,18847.67,19375.63
2024-09-01,1,3,training,9501.02,8555.86
2024-09-01,1,3,travel,6516.24,6711.71
2024-09-01,1,4,salary,105492.07,102426.67
2024-09-01,1,4,contractors,22507.98,22590.16
2024-09-01,1,4,software,12219.38,12573.69
2024-09-01,1,4,training,6115.46,5955.56
2024-09-01,1,4,travel,4519.32,4611.49
2024-09-01,2,1,salary,103221.22,106326.68
2024-09-01,2,1,contractors,22965.32,22678.38
2024-09-01,2,1,software,11661.45,11664.72
2024-09-01,2,1,training,5733.56,5382.77
2024-09-01,2,1,travel,4218.56,4039.55
2024-09-01,2,2,salary,164961.97,181766.5
2024-09-01,2,2,contractors,36998.91,40551.53
2024-09-01,2,2,software,17879.95,17415.53
2024-09-01,2,2,training,9478.99,9737.24
2024-09-01,2,2,travel,6645.43,7112.79
2024-09-01,2,3,salary,140880.34,145275.97
2024-09-01,2,3,contractors,30278.31,33017.1
2024-09-01,2,3,software,16738.06,16794.8
2024-09-01,2,3,training,8086.12,7536.98
2024-09-01,2,3,travel,5986.88,5825.15
2024-09-01,2,4,salary,94255.91,98432.17
2024-09-01,2,4,contractors,18969.56,18621.32
2024-09-01,2,4,software,10388.86,10521.03
2024-09-01,2,4,training,5277.36,5078.35
2024-09-01,2,4,travel,4104.05,4538.34
2024-09-01,3,1,salary,99256.76,109215.57
2024-09-01,3,1,contractors,19632.17,19095.18
2024-09-01,3,1,software,11055.64,12623.17
2024-09-01,3,1,training,5431.62,5541.9
2024-09-01,3,1,travel,4130.82,4049.81
2024-09-01,3,2,salary,150174.6,148817.81
2024-09-01,3,2,contractors,32674.72,31633.63
2024-09-01,3,2,software,17676.22,17395.87
2024-09-01,3,2,training,8987.18,8845.54
2024-09-01,3,2,travel,6492.5,6651.32
2024-09-01,3,3,salary,133730.35,137831.64
2024-09-01,3,3,contractors,28702.57,28562.89
2024-09-01,3,3,software,14786.17,15400.01
2024-09-01,3,3,training,7417.04,7520.3
2024-09-01,3,3,travel,5674.79,6145.17
2024-09-01,3,4,salary,87137.66,90920.76
2024-09-01,3,4,contractors,19013.11,18418.33
2024-09-01,3,4,software,10269.92,10627.52
2024-09-01,3,4,training,4723.28,4808.17
2024-09-01,3,4,travel,3583.66,3897.5
2024-09-01,4,1,salary,90681.95,87064.9
2024-09-01,4,1,contractors,19312.35,19822.01
2024-09-01,4,1,software,10021.94,10267.88
2024-09-01,4,1,training,5060.33,5046.19
2024-09-01,4,1,travel,3957.97,4153.64
2024-09-01,4,2,salary,132785.66,129208.12
2024-09-01,4,2,contractors,28293.56,30852.02
2024-09-01,4,2,software,14686.44,14459.09
2024-09-01,4,2,training,7144.05,7469.0
2024-09-01,4,2,travel,5452.39,5238.47
2024-09-01,4,3,salary,114934.8,121220.53
2024-09-01,4,3,contractors,24467.69,24321.61
2024-09-01,4,3,software,12670.19,12775.62
2024-09-01,4,3,training,6349.94,6649.11
2024-09-01,4,3,travel,4943.08,5330.27
2024-09-01,4,4,salary,78064.81,81931.26
2024-09-01,4,4,contractors,17113.19,17500.98
2024-09-01,4,4,software,8351.09,7798.85
2024-09-01,4,4,training,4287.71,4356.63
2024-09-01,4,4,travel,3342.57,3474.55
2024-09-01,5,1,salary,60713.12,61787.77
2024-09-01,5,1,contractors,12479.86,12071.59
2024-09-01,5,1,software,6525.01,6223.28
2024-09-01,5,1,training,3231.44,3040.45
2024-09-01,5,1,travel,2386.97,2600.54
2024-09-01,5,2,salary,87230.23,91332.64
2024-09-01,5,2,contractors,19162.04,19180.44
2024-09-01,5,2,software,10066.79,10651.01
2024-09-01,5,2,training,4875.64,4648.39
2024-09-01,5,2,travel,3629.5,3848.59
2024-09-01,5,3,salary,83507.64,84752.07
2024-09-01,5,3,contractors,17670.76,17471.96
2024-09-01,5,3,software,9347.42,9259.98
2024-09-01,5,3,training,4699.73,4543.14
2024-09-01,5,3,travel,3589.56,3889.96
2024-09-01,5,4,salary,48659.94,51335.98
2024-09-01,5,4,contractors,10631.1,10242.81
2024-09-01,5,4,software,5895.74,6194.97
2024-09-01,5,4,training,2925.54,3080.73
2024-09-01,5,4,travel,2171.13,2151.54
2024-10-01,1,1,salary,124480.42,123455.55
2024-10-01,1,1,contractors,27381.23,29035.87
2024-10-01,1,1,software,15230.86,15595.25
2024-10-01,1,1,training,7183.02,7379.46
2024-10-01,1,1,travel,5313.5,5089.1
2024-10-01,1,2,salary,197945.76,188776.22
2024-10-01,1,2,contractors,43887.41,45457.41
2024-10-01,1,2,software,23720.27,28475.57
2024-10-01,1,2,training,11423.22,11363.85
2024-10-01,1,2,travel,9068.19,9144.33
2024-10-01,1,3,salary,173285.44,181877.8
2024-10-01,1,3,contractors,35728.38,39539.57
2024-10-01,1,3,software,21022.56,25030.28
2024-10-01,1,3,training,9350.37,8914.21
2024-10-01,1,3,travel,6581.82,6535.43
2024-10-01,1,4,salary,130392.23,133718.13
2024-10-01,1,4,contractors,24847.99,23960.65
2024-10-01,1,4,software,13777.59,17047.25
2024-10-01,1,4,training,7213.01,7211.89
2024-10-01,1,4,travel,5320.04,5791.73
2024-10-01,2,1,salary,106206.06,115530.51
2024-10-01,2,1,contractors,23358.37,23532.03
2024-10-01,2,1,software,11943.64,13526.05
2024-10-01,2,1,training,6229.6,6307.65
2024-10-01,2,1,travel,4668.79,4751.59
2024-10-01,2,2,salary,179387.15,182123.58
2024-10-01,2,2,contractors,37189.23,36878.31
2024-10-01,2,2,software,20113.69,23157.29
2024-10-01,2,2,training,9721.53,9672.13
2024-10-01,2,2,travel,7673.04,7728.13
2024-10-01,2,3,salary,156918.44,164570.97
2024-10-01,2,3,contractors,32906.38,33683.76
2024-10-01,2,3,software,17737.76,18730.49
2024-10-01,2,3,training,8352.97,8488.19
2024-10-01,2,3,travel,6443.49,6478.49
2024-10-01,2,4,salary,103396.25,102772.64
2024-10-01,2,4,contractors,20597.6,19975.72
2024-10-01,2,4,software,11724.65,14099.01
2024-10-01,2,4,training,5624.91,6225.22
2024-10-01,2,4,travel,4539.85,4540.99
2024-10-01,3,1,salary,97412.03,99592.01
2024-10-01,3,1,contractors,21075.95,20597.85
2024-10-01,3,1,software,10484.28,10306.02
2024-10-01,3,1,training,5039.13,5421.17
2024-10-01,3,1,travel,4090.26,4221.75
2024-10-01,3,2,salary,140983.08,136824.05
2024-10-01,3,2,contractors,30016.45,31630.54
2024-10-01,3,2,software,16010.86,16477.64
2024-10-01,3,2,training,8361.91,8877.59
2024-10-01,3,2,travel,6155.56,6166.07
2024-10-01,3,3,salary,147258.3,150890.66
2024-10-01,3,3,contractors,31729.25,32854.21
2024-10-01,3,3,software,15261.34,15670.81
2024-10-01,3,3,training,8307.74,8960.79
2024-10-01,3,3,travel,6078.84,6112.33
2024-10-01,3,4,salary,84061.19,83771.51
2024-10-01,3,4,contractors,18386.47,19227.07
2024-10-01,3,4,software,10015.32,11325.94
2024-10-01,3,4,training,5067.92,5322.34
2024-10-01,3,4,travel,3588.89,3435.81
2024-10-01,4,1,salary,77482.84,71199.57
2024-10-01,4,1,contractors,17109.41,16883.27
2024-10-01,4,1,software,9218.02,10749.68
2024-10-01,4,1,training,4813.76,5025.25
2024-10-01,4,1,travel,3386.39,3660.08
2024-10-01,4,2,salary,114445.09,128100.12
2024-10-01,4,2,contractors,25988.75,27411.56
2024-10-01,4,2,software,14976.45,15800.46
2024-10-01,4,2,training,7267.71,7980.09
2024-10-01,4,2,travel,5432.38,5175.29
2024-10-01,4,3,salary,112021.08,115240.83
2024-10-01,4,3,contractors,22964.98,23020.09
2024-10-01,4,3,software,12193.85,13319.52
2024-10-01,4,3,training,6015.8,5724.04
2024-10-01,4,3,travel,4441.19,4431.94
2024-10-01,4,4,salary,86369.19,93365.46
2024-10-01,4,4,contractors,17317.86,16816.68
2024-10-01,4,4,software,9117.29,10022.08
2024-10-01,4,4,training,4741.74,4830.68
2024-10-01,4,4,travel,3254.56,2966.27
2024-10-01,5,1,salary,53983.06,52604.04
2024-10-01,5,1,contractors,11895.8,12046.36
2024-10-01,5,1,software,6257.41,7166.55
2024-10-01,5,1,training,3078.04,2959.03
2024-10-01,5,1,travel,2480.13,2561.16
2024-10-01,5,2,salary,77514.78,78051.0
2024-10-01,5,2,contractors,17366.61,16990.97
2024-10-01,5,2,software,9024.49,9986.56
2024-10-01,5,2,training,4336.52,4768.2
2024-10-01,5,2,travel,3410.32,3043.27
2024-10-01,5,3,salary,75131.8,75335.91
2024-10-01,5,3,contractors,16744.72,17527.1
2024-10-01,5,3,software,8894.78,9269.93
2024-10-01,5,3,training,4365.59,4322.74
2024-10-01,5,3,travel,3090.76,3120.12
2024-10-01,5,4,salary,51337.98,58410.43
2024-10-01,5,4,contractors,10730.08,11045.53
2024-10-01,5,4,software,5920.19,6599.75
2024-10-01,5,4,training,3014.56,3159.62
2024-10-01,5,4,travel,2175.08,2003.9
2024-11-01,1,1,salary,116025.91,123267.41
2024-11-01,1,1,contractors,25794.72,27305.02
2024-11-01,1,1,software,13661.19,14368.93
2024-11-01,1,1,training,6902.84,7126.31
2024-11-01,1,1,travel,5323.41,5472.41
2024-11-01,1,2,salary,189589.45,196754.74
2024-11-01,1,2,contractors,41965.14,42411.0
2024-11-01,1,2,software,21728.14,23280.37
2024-11-01,1,2,training,11275.53,10863.53
2024-11-01,1,2,travel,8393.13,8112.16
2024-11-01,1,3,salary,173177.27,179507.53
2024-11-01,1,3,contractors,35359.5,39111.12
2024-11-01,1,3,software,19388.08,21768.75
2024-11-01,1,3,training,9476.24,9639.18
2024-11-01,1,3,travel,7272.9,7235.55
2024-11-01,1,4,salary,122701.96,120633.5
2024-11-01,1,4,contractors,27271.29,24695.55
2024-11-01,1,4,software,14369.7,15945.55
2024-11-01,1,4,training,6678.51,6941.3
2024-11-01,1,4,travel,5286.02,5316.65
2024-11-01,2,1,salary,101896.58,101170.96
2024-11-01,2,1,contractors,21023.6,21999.42
2024-11-01,2,1,software,11922.04,12430.51
2024-11-01,2,1,training,6015.76,5867.04
2024-11-01,2,1,travel,4516.94,4509.26
2024-11-01,2,2,salary,161688.76,160921.35
2024-11-01,2,2,contractors,33537.36,35161.86
2024-11-01,2,2,software,17881.99,17677.88
2024-11-01,2,2,training,9224.07,9861.35
2024-11-01,2,2,travel,6643.86,6892.18
2024-11-01,2,3,salary,135879.28,150683.39
2024-11-01,2,3,contractors,29100.55,29481.84
2024-11-01,2,3,software,15545.95,14516.57
2024-11-01,2,3,training,7209.05,7992.8
2024-11-01,2,3,travel,6006.83,5577.27
2024-11-01,2,4,salary,97054.61,102586.77
2024-11-01,2,4,contractors,20579.5,21370.65
2024-11-01,2,4,software,11237.24,11937.29
2024-11-01,2,4,training,5211.79,5630.09
2024-11-01,2,4,travel,4155.42,4271.44
2024-11-01,3,1,salary,94881.11,91035.54
2024-11-01,3,1,contractors,20659.04,21471.54
2024-11-01,3,1,software,11216.34,11571.21
2024-11-01,3,1,training,5545.56,5369.37
2024-11-01,3,1,travel,3942.38,3919.28
2024-11-01,3,2,salary,136653.25,139680.88
2024-11-01,3,2,contractors,29597.26,29834.67
2024-11-01,3,2,software,14798.86,15999.78
2024-11-01,3,2,training,7437.41,7725.89
2024-11-01,3,2,travel,5864.63,6445.82
2024-11-01,3,3,salary,139314.84,128132.55
2024-11-01,3,3,contractors,28884.76,29053.45
2024-11-01,3,3,software,16131.17,16910.25
2024-11-01,3,3,training,7960.11,8402.24
2024-11-01,3,3,travel,5593.04,5271.39
2024-11-01,3,4,salary,87305.86,86981.93
2024-11-01,3,4,contractors,19929.3,21457.33
2024-11-01,3,4,software,10313.7,10273.49
2024-11-01,3,4,training,5064.8,5474.41
2024-11-01,3,4,travel,3874.5,4034.21
2024-11-01,4,1,salary,81559.32,83357.65
2024-11-01,4,1,contractors,19072.4,18923.16
2024-11-01,4,1,software,9887.5,9991.72
2024-11-01,4,1,training,4786.86,5058.42
2024-11-01,4,1,travel,3597.72,3632.5
2024-11-01,4,2,salary,125356.88,133084.54
2024-11-01,4,2,contractors,28361.65,27295.43
2024-11-01,4,2,software,14186.85,16156.7
2024-11-01,4,2,training,7461.01,7839.28
2024-11-01,4,2,travel,5310.64,5262.67
2024-11-01,4,3,salary,120546.97,114579.15
2024-11-01,4,3,contractors,25635.71,26429.46
2024-11-01,4,3,software,13758.94,16013.18
2024-11-01,4,3,training,6540.96,6796.21
2024-11-01,4,3,travel,4841.15,4856.11
2024-11-01,4,4,salary,77911.11,79563.88
2024-11-01,4,4,contractors,17382.93,16808.3
2024-11-01,4,4,software,9882.92,10616.34
2024-11-01,4,4,training,4735.45,4490.17
2024-11-01,4,4,travel,3466.14,3417.6
2024-11-01,5,1,salary,57422.61,58039.36
2024-11-01,5,1,contractors,11746.5,11703.72
2024-11-01,5,1,software,6184.47,6695.7
2024-11-01,5,1,training,3320.09,3292.93
2024-11-01,5,1,travel,2341.18,2229.61
2024-11-01,5,2,salary,87606.8,90007.16
2024-11-01,5,2,contractors,17767.7,17659.93
2024-11-01,5,2,software,9154.84,9850.4
2024-11-01,5,2,training,4714.01,5043.42
2024-11-01,5,2,travel,3540.92,3406.08
2024-11-01,5,3,salary,78093.36,82406.12
2024-11-01,5,3,contractors,17242.85,18227.22
2024-11-01,5,3,software,9253.3,10555.58
2024-11-01,5,3,training,4649.26,4673.54
2024-11-01,5,3,travel,3458.5,3455.24
2024-11-01,5,4,salary,53492.76,54536.4
2024-11-01,5,4,contractors,11060.42,11348.61
2024-11-01,5,4,software,6285.82,6431.61
2024-11-01,5,4,training,2920.51,2928.37
2024-11-01,5,4,travel,2365.87,2360.27
2024-12-01,1,1,salary,119269.0,125842.36
2024-12-01,1,1,contractors,25998.67,26539.48
2024-12-01,1,1,software,14125.04,16724.35
2024-12-01,1,1,training,6782.91,6481.83
2024-12-01,1,1,travel,5483.68,5931.24
2024-12-01,1,2,salary,194652.53,198921.06
2024-12-01,1,2,contractors,40331.2,37793.36
2024-12-01,1,2,software,22569.68,23076.27
2024-12-01,1,2,training,10381.17,10108.34
2024-12-01,1,2,travel,8517.82,8244.93
2024-12-01,1,3,salary,152696.24,169419.62
2024-12-01,1,3,contractors,34035.45,33975.62
2024-12-01,1,3,software,19914.04,22422.83
2024-12-01,1,3,training,8888.95,9102.76
2024-12-01,1,3,travel,7328.28,7524.95
2024-12-01,1,4,salary,105901.24,111884.25
2024-12-01,1,4,contractors,23057.79,21526.7
2024-12-01,1,4,software,12856.94,12929.86
2024-12-01,1,4,training,6211.19,6238.02
2024-12-01,1,4,travel,4813.74,4526.54
2024-12-01,2,1,salary,104159.91,103155.89
2024-12-01,2,1,contractors,20650.49,20289.64
2024-12-01,2,1,software,11942.79,13894.14
2024-12-01,2,1,training,5735.59,5413.92
2024-12-01,2,1,travel,4299.72,4257.89
2024-12-01,2,2,salary,181044.22,193686.33
2024-12-01,2,2,contractors,36391.89,36709.8
2024-12-01,2,2,software,19563.41,20438.21
2024-12-01,2,2,training,10289.11,10828.5
2024-12-01,2,2,travel,7411.63,7621.45
2024-12-01,2,3,salary,147000.94,147451.32
2024-12-01,2,3,contractors,31257.63,32906.84
2024-12-01,2,3,software,16228.37,16970.38
2024-12-01,2,3,training,8572.75,9720.85
2024-12-01,2,3,travel,6290.97,6554.41
2024-12-01,2,4,salary,98721.18,92780.21
2024-12-01,2,4,contractors,21128.16,22750.75
2024-12-01,2,4,software,11542.74,14365.24
2024-12-01,2,4,training,5532.54,5790.94
2024-12-01,2,4,travel,4193.01,3967.67
2024-12-01,3,1,salary,96997.17,100077.87
2024-12-01,3,1,contractors,21481.52,22589.9
2024-12-01,3,1,software,11481.36,11433.19
2024-12-01,3,1,training,5435.15,6121.84
2024-12-01,3,1,travel,4207.58,4116.66
2024-12-01,3,2,salary,149689.0,154785.15
2024-12-01,3,2,contractors,32272.56,32173.42
2024-12-01,3,2,software,16993.95,20711.0
2024-12-01,3,2,training,8522.34,8579.31
2024-12-01,3,2,travel,6316.37,5569.2
2024-12-01,3,3,salary,128026.1,117456.44
2024-12-01,3,3,contractors,28616.9,27556.89
2024-12-01,3,3,software,15028.49,15921.93
2024-12-01,3,3,training,7075.66,6684.66
2024-12-01,3,3,travel,5493.01,5510.0
2024-12-01,3,4,salary,89740.97,86666.12
2024-12-01,3,4,contractors,19827.16,19464.72
2024-12-01,3,4,software,10337.53,12511.33
2024-12-01,3,4,training,5097.94,5325.22
2024-12-01,3,4,travel,3909.06,3754.47
2024-12-01,4,1,salary,79809.28,78090.48
2024-12-01,4,1,contractors,18613.99,21119.17
2024-12-01,4,1,software,9463.26,9845.49
2024-12-01,4,1,training,4750.78,4897.22
2024-12-01,4,1,travel,3389.93,3289.23
2024-12-01,4,2,salary,126404.54,121499.0
2024-12-01,4,2,contractors,27141.17,27230.11
2024-12-01,4,2,software,14802.68,17051.73
2024-12-01,4,2,training,7182.68,7198.54
2024-12-01,4,2,travel,5307.59,5399.06
2024-12-01,4,3,salary,112130.6,118444.44
